"courseID","course_title","id","value","name","full_name","semester","document","school","instructor","section","keyword","goal","color","course_desc","text","department","N.Sections","year","course_level","total_enrolled","all_semesters","all_keywords","all_goals","sustainability_classification","freq"
"ACAD-181","Disruptive Innovation",32,"C","Social Analysis","C - Social Analysis","F23",31,"Jimmy Iovine and Andre Young Academy","More, Phil",10209,"cultural",10,"#DD1367","Disruptive Innovation - Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","disruptive innovation   critical approaches to social and cultural changes stemming from disruptive innovations in the arts  science  technology  communications  new media  politics and business  open only to arts  technology and the business of innovation students ","ACAD",1,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","technology,innovation,cultural,politics,business,innovations","8,9,10,16","SDG-Related",1
"ACAD-181","Disruptive Innovation",32,"C","Social Analysis","C - Social Analysis","F23",31,"Jimmy Iovine and Andre Young Academy","More, Phil",10209,"politics",10,"#DD1367","Disruptive Innovation - Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","disruptive innovation   critical approaches to social and cultural changes stemming from disruptive innovations in the arts  science  technology  communications  new media  politics and business  open only to arts  technology and the business of innovation students ","ACAD",1,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","technology,innovation,cultural,politics,business,innovations","8,9,10,16","SDG-Related",1
"ACAD-181","Disruptive Innovation",32,"C","Social Analysis","C - Social Analysis","F23",31,"Jimmy Iovine and Andre Young Academy","More, Phil",10209,"technology",9,"#FD6925","Disruptive Innovation - Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","disruptive innovation   critical approaches to social and cultural changes stemming from disruptive innovations in the arts  science  technology  communications  new media  politics and business  open only to arts  technology and the business of innovation students ","ACAD",1,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","technology,innovation,cultural,politics,business,innovations","8,9,10,16","SDG-Related",2
"ACAD-181","Disruptive Innovation",32,"C","Social Analysis","C - Social Analysis","F23",31,"Jimmy Iovine and Andre Young Academy","More, Phil",10209,"innovations",9,"#FD6925","Disruptive Innovation - Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","disruptive innovation   critical approaches to social and cultural changes stemming from disruptive innovations in the arts  science  technology  communications  new media  politics and business  open only to arts  technology and the business of innovation students ","ACAD",1,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","technology,innovation,cultural,politics,business,innovations","8,9,10,16","SDG-Related",1
"ACAD-181","Disruptive Innovation",32,"C","Social Analysis","C - Social Analysis","F23",31,"Jimmy Iovine and Andre Young Academy","More, Phil",10209,"politics",16,"#00689D","Disruptive Innovation - Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","disruptive innovation   critical approaches to social and cultural changes stemming from disruptive innovations in the arts  science  technology  communications  new media  politics and business  open only to arts  technology and the business of innovation students ","ACAD",1,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","technology,innovation,cultural,politics,business,innovations","8,9,10,16","SDG-Related",1
"ACAD-181","Disruptive Innovation",32,"C","Social Analysis","C - Social Analysis","F23",31,"Jimmy Iovine and Andre Young Academy","More, Phil",10209,"innovation",9,"#FD6925","Disruptive Innovation - Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","disruptive innovation   critical approaches to social and cultural changes stemming from disruptive innovations in the arts  science  technology  communications  new media  politics and business  open only to arts  technology and the business of innovation students ","ACAD",1,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","technology,innovation,cultural,politics,business,innovations","8,9,10,16","SDG-Related",3
"ACAD-181","Disruptive Innovation",32,"C","Social Analysis","C - Social Analysis","F23",31,"Jimmy Iovine and Andre Young Academy","More, Phil",10209,"business",8,"#A21942","Disruptive Innovation - Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","disruptive innovation   critical approaches to social and cultural changes stemming from disruptive innovations in the arts  science  technology  communications  new media  politics and business  open only to arts  technology and the business of innovation students ","ACAD",1,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","technology,innovation,cultural,politics,business,innovations","8,9,10,16","SDG-Related",2
"ACAD-309","Dreams and Madness: The Art of Japan's Golden Age of Animation",30,"A","The Arts","A - The Arts","SP23",124,"Jimmy Iovine and Andre Young Academy","Thomas, Doug",10252,"politics",16,"#00689D","Dreams and Madness: The Art of Japan's Golden Age of Animation - An in-depth look at the art, politics, and cultural impact ofseveral Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","dreams and madness  the art of japan s golden age of animation   an in depth look at the art  politics  and cultural impact ofseveral japanese filmmakers including isao takahata  hayao miyazaki  satoshi kon  mamoru hosoda and makoto shinkai ","ACAD",1,"AY23","undergrad upper division",9,"SP21, SP22, SP23","politics,cultural","10,16","SDG-Related",1
"ACAD-309","Dreams and Madness: The Art of Japan's Golden Age of Animation",30,"A","The Arts","A - The Arts","SP23",124,"Jimmy Iovine and Andre Young Academy","Thomas, Doug",10252,"politics",10,"#DD1367","Dreams and Madness: The Art of Japan's Golden Age of Animation - An in-depth look at the art, politics, and cultural impact ofseveral Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","dreams and madness  the art of japan s golden age of animation   an in depth look at the art  politics  and cultural impact ofseveral japanese filmmakers including isao takahata  hayao miyazaki  satoshi kon  mamoru hosoda and makoto shinkai ","ACAD",1,"AY23","undergrad upper division",9,"SP21, SP22, SP23","politics,cultural","10,16","SDG-Related",1
"ACAD-309","Dreams and Madness: The Art of Japan's Golden Age of Animation",30,"A","The Arts","A - The Arts","SP23",124,"Jimmy Iovine and Andre Young Academy","Thomas, Doug",10252,"cultural",10,"#DD1367","Dreams and Madness: The Art of Japan's Golden Age of Animation - An in-depth look at the art, politics, and cultural impact ofseveral Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","dreams and madness  the art of japan s golden age of animation   an in depth look at the art  politics  and cultural impact ofseveral japanese filmmakers including isao takahata  hayao miyazaki  satoshi kon  mamoru hosoda and makoto shinkai ","ACAD",1,"AY23","undergrad upper division",9,"SP21, SP22, SP23","politics,cultural","10,16","SDG-Related",1
"ACAD-324","The Practice of Design: Ideation to Innovation",30,"A","The Arts","A - The Arts","F23",131,"Jimmy Iovine and Andre Young Academy","Wolter, Davina",10256,"ideation",9,"#FD6925","The Practice of Design: Ideation to Innovation - History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation.","the practice of design  ideation to innovation   history and application of proven collaborative design processes and methodologies as they relate to ideation and innovation ","ACAD",2,"AY24","undergrad upper division",0,"F20, SP21, F21, SP22, F22, SP23, F23","ideation,innovation","9","SDG-Related",2
"ACAD-324","The Practice of Design: Ideation to Innovation",30,"A","The Arts","A - The Arts","F23",131,"Jimmy Iovine and Andre Young Academy","Wolter, Davina",10256,"innovation",9,"#FD6925","The Practice of Design: Ideation to Innovation - History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation.","the practice of design  ideation to innovation   history and application of proven collaborative design processes and methodologies as they relate to ideation and innovation ","ACAD",2,"AY24","undergrad upper division",0,"F20, SP21, F21, SP22, F22, SP23, F23","ideation,innovation","9","SDG-Related",2
"AHIS-100","Introduction to Visual Culture",31,"B","Humanistic Inquiry","B - Humanistic Inquiry","F23",704,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11800,NA,NA,NA,"Introduction to Visual Culture - The description and analysis of various forms of visual culture, including both mass media and ""high"" art representations, both Western and non-Western images.","introduction to visual culture   the description and analysis of various forms of visual culture  including both mass media and  high  art representations  both western and non western images ","AHIS",5,"AY24","undergrad lower division",0,"SP21, SP22, SP23, F23",NA,"","Not Related",NA
"AHIS-100","Introduction to Visual Culture",24,"Category V","Arts and Letters","Category V - Arts and Letters","F23",704,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11800,NA,NA,NA,"Introduction to Visual Culture - The description and analysis of various forms of visual culture, including both mass media and ""high"" art representations, both Western and non-Western images.","introduction to visual culture   the description and analysis of various forms of visual culture  including both mass media and  high  art representations  both western and non western images ","AHIS",5,"AY24","undergrad lower division",0,"SP21, SP22, SP23, F23",NA,"","Not Related",NA
"AHIS-121","Foundations of Western Art: Renaissance to Contemporary",20,"Category I","Western Cultures and Traditions","Category I - Western Cultures and Traditions","SP23",714,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11818,"architecture",11,"#FD9D24","Foundations of Western Art: Renaissance to Contemporary  - European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.","foundations of western art  renaissance to contemporary    european art and its legacy in the americas  painting  sculpture  architecture and other visual media considered in relation to social and cultural history ","AHIS",5,"AY23","undergrad lower division",18,"SP21, SP22, SP23","cultural,architecture","10,11","SDG-Related",1
"AHIS-121","Foundations of Western Art: Renaissance to Contemporary",20,"Category I","Western Cultures and Traditions","Category I - Western Cultures and Traditions","SP23",714,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11818,"cultural",10,"#DD1367","Foundations of Western Art: Renaissance to Contemporary  - European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.","foundations of western art  renaissance to contemporary    european art and its legacy in the americas  painting  sculpture  architecture and other visual media considered in relation to social and cultural history ","AHIS",5,"AY23","undergrad lower division",18,"SP21, SP22, SP23","cultural,architecture","10,11","SDG-Related",1
"AHIS-121","Foundations of Western Art: Renaissance to Contemporary",37,"H","Traditions and Historical Foundations","H - Traditions and Historical Foundations","SP23",714,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11818,"architecture",11,"#FD9D24","Foundations of Western Art: Renaissance to Contemporary  - European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.","foundations of western art  renaissance to contemporary    european art and its legacy in the americas  painting  sculpture  architecture and other visual media considered in relation to social and cultural history ","AHIS",5,"AY23","undergrad lower division",18,"SP21, SP22, SP23","cultural,architecture","10,11","SDG-Related",1
"AHIS-121","Foundations of Western Art: Renaissance to Contemporary",37,"H","Traditions and Historical Foundations","H - Traditions and Historical Foundations","SP23",714,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11818,"cultural",10,"#DD1367","Foundations of Western Art: Renaissance to Contemporary  - European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.","foundations of western art  renaissance to contemporary    european art and its legacy in the americas  painting  sculpture  architecture and other visual media considered in relation to social and cultural history ","AHIS",5,"AY23","undergrad lower division",18,"SP21, SP22, SP23","cultural,architecture","10,11","SDG-Related",1
"AHIS-121","Foundations of Western Art: Renaissance to Contemporary",30,"A","The Arts","A - The Arts","SP23",714,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11818,"architecture",11,"#FD9D24","Foundations of Western Art: Renaissance to Contemporary  - European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.","foundations of western art  renaissance to contemporary    european art and its legacy in the americas  painting  sculpture  architecture and other visual media considered in relation to social and cultural history ","AHIS",5,"AY23","undergrad lower division",18,"SP21, SP22, SP23","cultural,architecture","10,11","SDG-Related",1
"AHIS-121","Foundations of Western Art: Renaissance to Contemporary",30,"A","The Arts","A - The Arts","SP23",714,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11818,"cultural",10,"#DD1367","Foundations of Western Art: Renaissance to Contemporary  - European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.","foundations of western art  renaissance to contemporary    european art and its legacy in the americas  painting  sculpture  architecture and other visual media considered in relation to social and cultural history ","AHIS",5,"AY23","undergrad lower division",18,"SP21, SP22, SP23","cultural,architecture","10,11","SDG-Related",1
"AHIS-125","Arts of Asia: Antiquity to 1300",37,"H","Traditions and Historical Foundations","H - Traditions and Historical Foundations","SP23",717,"Dana and David Dornsife College of Letters, Arts and Sciences","Hwang, Yoonah ",11838,"monuments",11,"#FD9D24","Arts of Asia: Antiquity to 1300  - An introduction to the major art forms and monuments of religious art in India, Southeast Asia, China and Japan from prehistory to1300. ","arts of asia  antiquity to 1300    an introduction to the major art forms and monuments of religious art in india  southeast asia  china and japan from prehistory to1300  ","AHIS",5,"AY23","undergrad lower division",0,"F20, F21, SP23","monuments","11","SDG-Related",1
"AHIS-125","Arts of Asia: Antiquity to 1300",30,"A","The Arts","A - The Arts","SP23",717,"Dana and David Dornsife College of Letters, Arts and Sciences","Hwang, Yoonah ",11838,"monuments",11,"#FD9D24","Arts of Asia: Antiquity to 1300  - An introduction to the major art forms and monuments of religious art in India, Southeast Asia, China and Japan from prehistory to1300. ","arts of asia  antiquity to 1300    an introduction to the major art forms and monuments of religious art in india  southeast asia  china and japan from prehistory to1300  ","AHIS",5,"AY23","undergrad lower division",0,"F20, F21, SP23","monuments","11","SDG-Related",1
"AHIS-125","Arts of Asia: Antiquity to 1300",21,"Category II","Global Cultures and Traditions","Category II - Global Cultures and Traditions","SP23",717,"Dana and David Dornsife College of Letters, Arts and Sciences","Hwang, Yoonah ",11838,"monuments",11,"#FD9D24","Arts of Asia: Antiquity to 1300  - An introduction to the major art forms and monuments of religious art in India, Southeast Asia, China and Japan from prehistory to1300. ","arts of asia  antiquity to 1300    an introduction to the major art forms and monuments of religious art in india  southeast asia  china and japan from prehistory to1300  ","AHIS",5,"AY23","undergrad lower division",0,"F20, F21, SP23","monuments","11","SDG-Related",1
"AHIS-128","The Arts and Society in Latin America, Colonial to Contempor",30,"A","The Arts","A - The Arts","SP23",718,"Dana and David Dornsife College of Letters, Arts and Sciences","Bleichmar, Daniela",11863,"architecture",11,"#FD9D24","The Arts and Society in Latin America, Colonial to Contempor - Survey of the art, architecture, and visual culture of Latin America from the colonial period to the present, focusing on connections to culture and society. ","the arts and society in latin america  colonial to contempor   survey of the art  architecture  and visual culture of latin america from the colonial period to the present  focusing on connections to culture and society  ","AHIS",3,"AY23","undergrad lower division",8,"SP23","architecture","11","SDG-Related",1
"AHIS-128","The Arts and Society in Latin America, Colonial to Contempor",21,"Category II","Global Cultures and Traditions","Category II - Global Cultures and Traditions","SP23",718,"Dana and David Dornsife College of Letters, Arts and Sciences","Bleichmar, Daniela",11863,"architecture",11,"#FD9D24","The Arts and Society in Latin America, Colonial to Contempor - Survey of the art, architecture, and visual culture of Latin America from the colonial period to the present, focusing on connections to culture and society. ","the arts and society in latin america  colonial to contempor   survey of the art  architecture  and visual culture of latin america from the colonial period to the present  focusing on connections to culture and society  ","AHIS",3,"AY23","undergrad lower division",8,"SP23","architecture","11","SDG-Related",1
"AHIS-128","The Arts and Society in Latin America, Colonial to Contempor",37,"H","Traditions and Historical Foundations","H - Traditions and Historical Foundations","SP23",718,"Dana and David Dornsife College of Letters, Arts and Sciences","Bleichmar, Daniela",11863,"architecture",11,"#FD9D24","The Arts and Society in Latin America, Colonial to Contempor - Survey of the art, architecture, and visual culture of Latin America from the colonial period to the present, focusing on connections to culture and society. ","the arts and society in latin america  colonial to contempor   survey of the art  architecture  and visual culture of latin america from the colonial period to the present  focusing on connections to culture and society  ","AHIS",3,"AY23","undergrad lower division",8,"SP23","architecture","11","SDG-Related",1
"AHIS-250","Art, Modernity and Difference",30,"A","The Arts","A - The Arts","F23",729,"Dana and David Dornsife College of Letters, Arts and Sciences","Burton, Samantha",11883,NA,NA,NA,"Art, Modernity and Difference - Consideration of various categories of ""The Modern"" as they have been constructed in Western art of the late 19th and 20th centuries.","art  modernity and difference   consideration of various categories of  the modern  as they have been constructed in western art of the late 19th and 20th centuries ","AHIS",1,"AY24","undergrad lower division",0,"SP21, SP23, F23",NA,"","Not Related",NA
"AHIS-373","History and Theory of Photography",30,"A","The Arts","A - The Arts","SP23",772,"Dana and David Dornsife College of Letters, Arts and Sciences","Bravo, Monica ",11971,"technologies",9,"#FD6925","History and Theory of Photography  - Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision. ","history and theory of photography    explores key moments in the history of photography from its invention to the present  issues include modernity and mass culture  photography as a fine art  technologies of vision  ","AHIS",3,"AY23","undergrad upper division",0,"F20, SP22, SP23","technologies,invention","9","SDG-Related",1
"AHIS-373","History and Theory of Photography",30,"A","The Arts","A - The Arts","SP23",772,"Dana and David Dornsife College of Letters, Arts and Sciences","Bravo, Monica ",11971,"invention",9,"#FD6925","History and Theory of Photography  - Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision. ","history and theory of photography    explores key moments in the history of photography from its invention to the present  issues include modernity and mass culture  photography as a fine art  technologies of vision  ","AHIS",3,"AY23","undergrad upper division",0,"F20, SP22, SP23","technologies,invention","9","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"inequality",5,"#FF3A21","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"political",16,"#00689D","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"inequality",10,"#DD1367","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"city",11,"#FD9D24","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"gender",5,"#FF3A21","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"segregation",10,"#DD1367","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"politics",10,"#DD1367","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"economic",8,"#A21942","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",2
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"los angeles",11,"#FD9D24","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",2
"AMST-101","Race and Class in Los Angeles",36,"G","Citizenship in a Diverse World","G - Citizenship in a Diverse World","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"politics",16,"#00689D","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",25,"Category VI","Social Issues","Category VI - Social Issues","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"inequality",5,"#FF3A21","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",25,"Category VI","Social Issues","Category VI - Social Issues","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"political",16,"#00689D","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",25,"Category VI","Social Issues","Category VI - Social Issues","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"inequality",10,"#DD1367","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",25,"Category VI","Social Issues","Category VI - Social Issues","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"city",11,"#FD9D24","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
"AMST-101","Race and Class in Los Angeles",25,"Category VI","Social Issues","Category VI - Social Issues","F23",1559,"Dana and David Dornsife College of Letters, Arts and Sciences","Sanchez, George, J.",10310,"gender",5,"#FF3A21","Race and Class in Los Angeles - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","race and class in los angeles   analysis of race and the economic  political  gender  and social dimensions of contemporary los angeles including topics such as residential segregation  economic inequality  and city politics ","AMST",9,"AY24","undergrad lower division",0,"F20, SP21, F21, SP22, F22, SP23, F23","city,los angeles,economic,politics,segregation,inequality,political,gender","5,8,10,11,16","SDG-Related",1
